env_steps,epoch,sac/log_pi,sac/policy_loss,sac/qf1_loss,sac/qf2_loss,sac/alpha_loss,sac/alpha,sac/average_qf1,sac/average_qf2,sac/average_target_q,sac/total_steps,sac/cql/cql_std_q1,sac/cql/cql_std_q2,sac/cql/cql_q1_rand,sac/cql/cql_q2_rand,sac/cql/cql_min_qf1_loss,sac/cql/cql_min_qf2_loss,sac/cql/cql_qf1_diff,sac/cql/cql_qf2_diff,sac/cql/cql_q1_current_actions,sac/cql/cql_q2_current_actions,sac/cql/cql_q1_next_actions,sac/cql/cql_q2_next_actions,sac/cql/alpha_prime_loss,sac/cql/alpha_prime,average_return,average_traj_length,rollout_time,train_time,eval_time,epoch_time,_timestamp,_runtime
12000,11,229.8861846923828,69410.359375,537848576.0,536486560.0,-198.0229034423828,10.90361499786377,-57448.66015625,-57447.68359375,-65907.125,12000,741397.125,767125.6875,-4053878.5,-4183602.5,-17381782.0,-17878052.0,-3476356.5,-3575610.25,-3773178.0,-3892716.75,-3773177.75,-3892717.25,0.0,0.0,1.3700459003448486,19.802875757217407,0.0,21.172921657562256,1658202348,1409
13000,12,210.4634552001953,82823.9453125,757556096.0,756412224.0,-167.26609802246094,13.952081680297852,-69234.1640625,-69262.5703125,-76593.078125,13000,817747.25,843829.375,-4477408.0,-4612119.5,-19070480.0,-19686202.0,-3814096.0,-3937240.5,-4180736.0,-4302651.5,-4180735.75,-4302651.5,0.0,0.0,1.4187591075897217,19.794151782989502,0.0,21.212910890579224,1658202369,1431
14000,13,198.41360473632812,92286.625,1163054208.0,1162376192.0,-147.4772186279297,17.60965919494629,-76470.28125,-76643.171875,-86633.578125,14000,902313.25,931424.8125,-4907479.5,-5056821.5,-20807492.0,-21402930.0,-4161498.5,-4280586.0,-4564999.5,-4690165.5,-4564999.5,-4690165.5,0.0,0.0,1.4778492450714111,19.934378623962402,0.0,21.412227869033813,1658202391,1452
15000,14,180.7509307861328,105534.296875,1058707648.0,1059627840.0,-103.7057876586914,21.59967613220215,-88501.0703125,-88450.53125,-99161.671875,15000,974046.75,1001610.125,-5308221.0,-5446635.5,-22407216.0,-22880592.0,-4481443.0,-4576118.5,-4904631.5,-5022880.0,-4904631.5,-5022879.5,0.0,0.0,1.5525965690612793,19.876912593841553,0.0,21.429509162902832,1658202412,1474
16000,15,166.95660400390625,116683.828125,1421598976.0,1414662400.0,-64.87860107421875,25.8156795501709,-98875.6015625,-98815.7734375,-112685.25,16000,1028875.375,1057997.75,-5619098.5,-5770424.0,-23676900.0,-24257220.0,-4735380.0,-4851444.0,-5193159.5,-5309569.5,-5193159.5,-5309569.5,0.0,0.0,1.510237216949463,19.94464135169983,0.0,21.454878568649292,1658202433,1495
17000,16,154.10781860351562,119555.1640625,1261570560.0,1263279232.0,-24.189865112304688,30.062522888183594,-101061.9140625,-100794.828125,-114075.234375,17000,1096119.0,1124855.0,-5964323.0,-6113761.5,-25102220.0,-25695264.0,-5020444.0,-5139053.0,-5515337.5,-5635981.0,-5515337.0,-5635981.5,0.0,0.0,1.5107460021972656,19.91738486289978,0.0,21.428130865097046,1658202455,1516
18000,17,153.34869384765625,129994.59375,1525124864.0,1521150848.0,-22.337390899658203,33.73096466064453,-109408.640625,-109416.625,-122639.296875,18000,1158151.5,1186603.0,-6309289.5,-6456464.0,-26588484.0,-27142942.0,-5317697.0,-5428588.5,-5825024.5,-5961889.5,-5825024.0,-5961889.5,0.0,0.0,1.540342092514038,19.8808331489563,0.0,21.421175241470337,1658202476,1538
19000,18,152.00436401367188,138890.8125,2413564928.0,2418337536.0,-18.047151565551758,36.828731536865234,-116960.1484375,-116934.609375,-133549.53125,19000,1222045.625,1250380.25,-6651482.5,-6793809.5,-28054664.0,-28592496.0,-5610933.0,-5718499.0,-6146981.5,-6287563.0,-6146981.5,-6287563.5,0.0,0.0,1.5510473251342773,19.79886245727539,0.0009982585906982422,21.350908041000366,1658202498,1559
20000,19,145.50393676757812,144401.90625,1846870016.0,1847056640.0,5.504976272583008,39.63267517089844,-121652.8046875,-121697.265625,-138677.3125,20000,1277622.5,1309298.0,-6980598.5,-7130064.0,-29406916.0,-30019924.0,-5881383.0,-6003985.0,-6446784.5,-6590877.0,-6446784.0,-6590877.0,0.0,0.0,0.120986145322276,10.0,1.4403553009033203,19.818360805511475,0.07579803466796875,21.334514141082764,1658202519,1581
21000,20,150.82041931152344,157143.34375,1627290112.0,1642676736.0,-14.224626541137695,41.40148162841797,-132446.4375,-132278.46875,-148081.34375,21000,1350157.0,1380898.125,-7342137.5,-7490385.5,-30739316.0,-31246370.0,-6147863.0,-6249274.0,-6775664.0,-6924999.5,-6775664.0,-6924999.5,0.0,0.0,1.4367530345916748,19.72067880630493,0.0,21.157431840896606,1658202540,1602
22000,21,150.27749633789062,170404.90625,2451765760.0,2439287552.0,-12.4625825881958,44.81155776977539,-142954.5,-143096.84375,-161936.359375,22000,1420552.5,1450836.625,-7718712.0,-7890133.5,-32149738.0,-32959950.0,-6429947.5,-6591990.0,-7127729.0,-7276189.0,-7127729.5,-7276190.5,0.0,0.0,1.3860278129577637,19.793118000030518,0.0,21.17914581298828,1658202561,1623
23000,22,154.55038452148438,190406.984375,2006961152.0,2000656640.0,-29.106380462646484,47.22641372680664,-159916.984375,-160010.71875,-178929.96875,23000,1473276.375,1506217.5,-8054797.5,-8224531.5,-33572432.0,-34314480.0,-6714486.0,-6862896.0,-7461094.5,-7613293.0,-7461094.5,-7613293.0,0.0,0.0,1.466259241104126,19.843984842300415,0.0,21.31024408340454,1658202583,1644
24000,23,155.3824005126953,204988.5,2418398208.0,2410729472.0,-32.76026153564453,49.810001373291016,-173077.09375,-173216.03125,-191380.625,24000,1559237.25,1594719.25,-8454222.0,-8625677.0,-35108176.0,-35769156.0,-7021635.0,-7153831.0,-7787448.0,-7939015.5,-7787441.5,-7939014.5,0.0,0.0,1.4734079837799072,20.921442985534668,0.0,22.394850969314575,1658202605,1667
25000,24,145.43556213378906,185338.28125,3461702400.0,3443092736.0,6.122871398925781,50.088687896728516,-158797.28125,-158901.078125,-178554.53125,25000,1633319.25,1667943.0,-8784733.0,-8966791.0,-36572072.0,-37300304.0,-7314414.0,-7460061.0,-7987784.0,-8129590.5,-7987779.5,-8129598.5,0.0,0.0,1.4711291790008545,19.913516521453857,0.0,21.384645700454712,1658202626,1688
26000,25,148.66015625,214408.46875,6505456128.0,6477494272.0,-6.604439735412598,53.41887664794922,-181029.0625,-180755.546875,-197843.34375,26000,1667592.625,1700173.75,-9109660.0,-9288903.0,-38020596.0,-38797992.0,-7604119.0,-7759598.0,-8380250.5,-8538807.0,-8380254.5,-8538799.0,0.0,0.0,1.4927113056182861,19.884376525878906,0.0,21.377087831497192,1658202648,1710
27000,26,147.08177185058594,226604.78125,3299894784.0,3295965696.0,-0.3289806842803955,55.86290740966797,-191228.671875,-191376.84375,-222511.375,27000,1738830.75,1778152.5,-9470585.0,-9666253.0,-39477264.0,-40221336.0,-7895453.0,-8044267.0,-8676239.0,-8849561.0,-8676238.0,-8849553.0,0.0,0.0,1.6110544204711914,19.877965450286865,0.0,21.489019870758057,1658202669,1731
28000,27,143.760009765625,218138.4375,4251838208.0,4251805184.0,13.09792709350586,56.97306823730469,-185175.484375,-185220.125,-209156.3125,28000,1799666.0,1841368.125,-9784312.0,-10004195.0,-40648280.0,-41564488.0,-8129656.0,-8312898.0,-8946949.0,-9128018.0,-8946936.0,-9128016.0,0.0,0.0,1.5612401962280273,19.842936992645264,0.0,21.40417718887329,1658202691,1752
29000,28,152.49191284179688,242843.734375,4849080832.0,4869648384.0,-22.33718490600586,58.39781188964844,-206007.984375,-205926.25,-231103.515625,29000,1871347.375,1911575.75,-10172394.0,-10381687.0,-42147568.0,-43082408.0,-8429514.0,-8616482.0,-9260004.0,-9444006.0,-9260005.0,-9444010.0,0.0,0.0,1.5189383029937744,19.839966297149658,0.0,21.358904600143433,1658202712,1774
30000,29,148.54168701171875,239292.3125,5952215040.0,5972852736.0,-6.3102240562438965,59.9245491027832,-202641.65625,-202666.140625,-229902.71875,30000,1924264.375,1966422.75,-10441440.0,-10655092.0,-43359896.0,-44257576.0,-8671979.0,-8851515.0,-9548033.0,-9732710.0,-9548027.0,-9732713.0,0.0,0.0,0.13868528250330056,10.0,1.502450942993164,19.843186855316162,0.08477306365966797,21.430410861968994,1658202734,1795
31000,30,147.81695556640625,249248.3125,6482968576.0,6496726016.0,-3.3745059967041016,62.21022033691406,-211757.421875,-211866.53125,-233993.0,31000,1990074.125,2030482.0,-10785227.0,-11008819.0,-44673424.0,-45748104.0,-8934685.0,-9149621.0,-9849489.0,-10039616.0,-9849496.0,-10039612.0,0.0,0.0,1.5848588943481445,19.833797931671143,0.0,21.418656826019287,1658202755,1817
32000,31,144.6566162109375,260902.953125,5644327424.0,5651488768.0,9.759024620056152,64.36063385009766,-221456.15625,-221398.65625,-253315.046875,32000,2069632.75,2114162.0,-11167661.0,-11387240.0,-46218360.0,-46968196.0,-9243672.0,-9393639.0,-10145776.0,-10335227.0,-10145775.0,-10335231.0,0.0,0.0,1.5456914901733398,19.8353111743927,0.0,21.38100266456604,1658202776,1838
33000,32,147.9774169921875,263283.65625,5758679040.0,5769745408.0,-4.088245868682861,65.54058837890625,-224547.4375,-224500.6875,-253727.21875,33000,2134214.5,2177604.5,-11580896.0,-11808867.0,-48041520.0,-48930512.0,-9608304.0,-9786102.0,-10511703.0,-10713278.0,-10511695.0,-10713274.0,0.0,0.0,1.4581375122070312,19.721704483032227,0.0,21.179841995239258,1658202798,1859
34000,33,145.97677612304688,258171.0625,5781548032.0,5793952256.0,4.3024373054504395,67.00489807128906,-220416.265625,-220088.40625,-254815.234375,34000,2200278.25,2245349.5,-11956154.0,-12185209.0,-49444836.0,-50410996.0,-9888967.0,-10082199.0,-10823079.0,-11034530.0,-10823073.0,-11034542.0,0.0,0.0,1.3970191478729248,19.7574942111969,0.0,21.154513359069824,1658202819,1880
35000,34,147.24996948242188,285333.625,7204478976.0,7233625088.0,-1.0593841075897217,69.27304077148438,-243119.546875,-242635.9375,-267280.1875,35000,2237588.0,2284157.0,-12226128.0,-12467360.0,-50821836.0,-51727728.0,-10164367.0,-10345546.0,-11133234.0,-11349681.0,-11133219.0,-11349679.0,0.0,0.0,1.4120509624481201,19.83139419555664,0.0,21.24344515800476,1658202840,1902
36000,35,144.10084533691406,282667.1875,6764449280.0,6741531136.0,12.342991828918457,70.6288833618164,-241410.8125,-241570.53125,-275226.625,36000,2333136.0,2388660.0,-12612293.0,-12879090.0,-52155156.0,-53028980.0,-10431031.0,-10605796.0,-11459699.0,-11685587.0,-11459700.0,-11685584.0,0.0,0.0,1.4007673263549805,19.82430124282837,0.0,21.22506856918335,1658202861,1923
37000,36,149.42318725585938,298696.375,9017539584.0,9074191360.0,-10.328721046447754,70.98261260986328,-255999.75,-255952.71875,-290511.25,37000,2394828.5,2443529.25,-12955576.0,-13205671.0,-53289680.0,-54322512.0,-10657936.0,-10864502.0,-11676847.0,-11898101.0,-11676837.0,-11898096.0,0.0,0.0,1.4094758033752441,19.891063451766968,0.0,21.300539255142212,1658202883,1944
38000,37,148.6801300048828,302871.3125,7252715520.0,7182620672.0,-7.198513031005859,72.56546783447266,-260116.9375,-260453.984375,-293048.6875,38000,2435651.5,2492346.5,-13238427.0,-13510423.0,-54752248.0,-55726792.0,-10950450.0,-11145358.0,-12002469.0,-12237325.0,-12002464.0,-12237317.0,0.0,0.0,1.3856596946716309,19.890992164611816,0.0,21.276651859283447,1658202904,1966
39000,38,145.5953826904297,293328.0625,9761831936.0,9764005888.0,6.116018295288086,77.80592346191406,-247724.03125,-247552.125,-270888.09375,39000,2529333.75,2577110.5,-13655651.0,-13904269.0,-56247008.0,-57171568.0,-11249402.0,-11434314.0,-12357685.0,-12596248.0,-12357680.0,-12596250.0,0.0,0.0,1.4988019466400146,19.83262014389038,0.0,21.331422090530396,1658202925,1987
40000,39,147.5628662109375,301727.9375,14353651712.0,14293775360.0,-2.4580163955688477,78.80754089355469,-256345.875,-256104.25,-280933.75,40000,2581290.0,2632617.75,-13959784.0,-14206631.0,-57393540.0,-58292160.0,-11478708.0,-11658432.0,-12611106.0,-12837619.0,-12611110.0,-12837637.0,0.0,0.0,0.07094276383985931,10.0,1.542123556137085,19.82716655731201,0.08479833602905273,21.45408844947815,1658202947,2008
41000,40,148.95953369140625,310331.625,11388851200.0,11458408448.0,-8.592442512512207,80.2322769165039,-264529.125,-264371.5,-301676.9375,41000,2641337.5,2690681.0,-14295970.0,-14557954.0,-58836832.0,-59740392.0,-11767366.0,-11948078.0,-12865138.0,-13106520.0,-12865122.0,-13106525.0,0.0,0.0,1.5992474555969238,19.879436254501343,0.0,21.478683710098267,1658202968,2030
42000,41,146.50469970703125,331281.75,9176766464.0,9112863744.0,2.1874709129333496,82.80628204345703,-282413.0,-282941.9375,-319764.4375,42000,2719542.5,2767235.0,-14725581.0,-14987687.0,-60495872.0,-61620844.0,-12099174.0,-12324169.0,-13200900.0,-13456565.0,-13200859.0,-13456557.0,0.0,0.0,1.5501148700714111,19.910159826278687,0.0,21.460274696350098,1658202990,2051
43000,42,150.34103393554688,339608.21875,11676211200.0,11698216960.0,-14.763055801391602,82.98826599121094,-290195.6875,-290571.21875,-327341.5,43000,2785863.75,2839041.0,-15063411.0,-15322544.0,-61713276.0,-62583860.0,-12342655.0,-12516772.0,-13444723.0,-13706738.0,-13444730.0,-13706739.0,0.0,0.0,1.5253474712371826,19.913307905197144,0.0,21.438655376434326,1658203011,2073
44000,43,149.74266052246094,322243.625,10697172992.0,10657736704.0,-12.181156158447266,84.89132690429688,-274846.59375,-274881.9375,-309512.65625,44000,2846139.75,2894751.5,-15334114.0,-15617615.0,-63078740.0,-64196064.0,-12615748.0,-12839213.0,-13661563.0,-13932709.0,-13661567.0,-13932688.0,0.0,0.0,1.4952237606048584,19.99052095413208,0.0,21.48574471473694,1658203033,2094
45000,44,144.57888793945312,296217.5625,7487479808.0,7465225728.0,10.798805236816406,86.51032257080078,-251194.9375,-250922.34375,-285603.5625,45000,2924503.25,2983319.25,-15619165.0,-15910621.0,-63901120.0,-65017808.0,-12780224.0,-13003562.0,-13901347.0,-14172776.0,-13901360.0,-14172768.0,0.0,0.0,1.4913725852966309,19.930877208709717,0.0,21.422249794006348,1658203054,2116
46000,45,148.50489807128906,322828.59375,13194843136.0,13086316544.0,-6.785234451293945,90.81000518798828,-272405.375,-272400.25,-306737.625,46000,2974843.0,3029990.5,-15938851.0,-16237546.0,-65411964.0,-66600104.0,-13082393.0,-13320021.0,-14273283.0,-14560823.0,-14273264.0,-14560835.0,0.0,0.0,1.4702808856964111,19.943750381469727,0.0,21.414031267166138,1658203076,2137
47000,46,146.60650634765625,328560.25,11899235328.0,11906617344.0,1.7811594009399414,92.44149780273438,-279421.28125,-279381.0625,-315881.4375,47000,3071304.0,3127141.5,-16416096.0,-16717738.0,-66943816.0,-68189072.0,-13388763.0,-13637815.0,-14556651.0,-14853533.0,-14556655.0,-14853507.0,0.0,0.0,1.5995185375213623,19.885629415512085,0.0,21.485147953033447,1658203097,2159
48000,47,143.49703979492188,323560.65625,11951243264.0,11935310848.0,15.952281951904297,95.00652313232422,-274762.5625,-274629.1875,-316687.375,48000,3121885.5,3182312.0,-16673423.0,-17000622.0,-67644008.0,-69177888.0,-13528802.0,-13835577.0,-14734293.0,-15012184.0,-14734299.0,-15012165.0,0.0,0.0,1.385526180267334,19.788926601409912,0.0,21.174452781677246,1658203118,2180
49000,48,142.9568328857422,317750.75,4887758848.0,4864349184.0,18.494495391845703,96.95661163330078,-271113.6875,-271621.09375,-309724.375,49000,3206768.0,3259921.5,-17096822.0,-17378598.0,-69695912.0,-70730744.0,-13939182.0,-14146149.0,-15095699.0,-15384874.0,-15095699.0,-15384880.0,0.0,0.0,1.4129741191864014,19.736096620559692,0.0,21.149070739746094,1658203139,2201
50000,49,151.65472412109375,361812.375,8150623232.0,8121011200.0,-21.497276306152344,101.33018493652344,-305610.9375,-305926.5,-345792.34375,50000,3256995.5,3322788.0,-17489252.0,-17789966.0,-71360496.0,-72527920.0,-14272100.0,-14505584.0,-15572402.0,-15869787.0,-15572403.0,-15869781.0,0.0,0.0,0.37730086524436696,10.0,1.4150733947753906,19.81572151184082,0.07679104804992676,21.307585954666138,1658203161,2222
51000,50,142.32933044433594,348109.75,9797805056.0,9738124288.0,21.627044677734375,102.55573272705078,-294771.8125,-294709.375,-336027.1875,51000,3334243.25,3397373.0,-17823564.0,-18128488.0,-72601688.0,-73713848.0,-14520338.0,-14742770.0,-15788024.0,-16088557.0,-15788007.0,-16088589.0,0.0,0.0,1.4528944492340088,19.81574511528015,0.0,21.26863956451416,1658203182,2244
52000,51,147.4481964111328,357923.625,13767176192.0,13847949312.0,-2.0916028022766113,106.34864044189453,-302696.09375,-302222.96875,-336600.9375,52000,3340101.25,3402392.5,-18093134.0,-18397560.0,-74238760.0,-75339912.0,-14847752.0,-15067982.0,-16132477.0,-16413027.0,-16132458.0,-16413011.0,0.0,0.0,1.5023539066314697,19.807018280029297,0.0,21.309372186660767,1658203203,2265
53000,52,144.9122314453125,372031.03125,14715785216.0,14779013120.0,9.787818908691406,108.65519714355469,-314996.375,-314427.0625,-362409.8125,53000,3465698.5,3531641.5,-18607524.0,-18920078.0,-75842416.0,-77271288.0,-15168483.0,-15454258.0,-16486543.0,-16793860.0,-16486551.0,-16793870.0,0.0,0.0,1.6171257495880127,20.085953950881958,0.0,21.70307970046997,1658203225,2287
54000,53,151.755615234375,412851.25,16170975232.0,16131817472.0,-22.374401092529297,110.48057556152344,-351135.375,-351326.03125,-394529.6875,54000,3524644.0,3586868.5,-18974878.0,-19299896.0,-77339312.0,-78562864.0,-15467862.0,-15712573.0,-16790644.0,-17091894.0,-16790632.0,-17091904.0,0.0,0.0,1.607558250427246,19.94698166847229,0.0,21.554539918899536,1658203247,2308
55000,54,149.7416534423828,412959.6875,14257626112.0,14186706944.0,-12.988506317138672,114.146484375,-349762.5625,-349670.34375,-398170.375,55000,3583464.5,3646896.0,-19239478.0,-19555094.0,-78432608.0,-79734016.0,-15686521.0,-15946804.0,-17091354.0,-17391376.0,-17091360.0,-17391358.0,0.0,0.0,1.5431208610534668,19.966814041137695,0.0,21.509934902191162,1658203268,2330
56000,55,147.44039916992188,402529.75,16515792896.0,16525394944.0,-2.098254442214966,117.27863311767578,-338014.28125,-338067.875,-379846.375,56000,3681149.5,3750603.0,-19744496.0,-20084468.0,-80208960.0,-81612272.0,-16041792.0,-16322455.0,-17393024.0,-17716180.0,-17393038.0,-17716172.0,0.0,0.0,1.4870109558105469,19.88162326812744,0.0,21.36863422393799,1658203289,2351
57000,56,144.52960205078125,417890.9375,14314311680.0,14261248000.0,11.859045028686523,121.56340789794922,-352592.1875,-352792.4375,-401929.0,57000,3751400.25,3821087.5,-20062868.0,-20436414.0,-81496984.0,-83198976.0,-16299397.0,-16639795.0,-17760264.0,-18092798.0,-17760288.0,-18092772.0,0.0,0.0,1.5306730270385742,19.88653826713562,0.0,21.417211294174194,1658203311,2373
58000,57,149.99676513671875,451285.75,20600760320.0,20444542976.0,-14.45391845703125,124.35769653320312,-382785.9375,-382699.28125,-435464.125,58000,3880945.25,3953082.5,-20642644.0,-20994212.0,-83656992.0,-84673104.0,-16731399.0,-16934620.0,-18139204.0,-18489810.0,-18139162.0,-18489814.0,0.0,0.0,1.4723625183105469,19.744956970214844,0.0,21.21731948852539,1658203332,2394
59000,58,146.9627685546875,460861.96875,21144952832.0,21288482816.0,0.17963504791259766,124.61121368408203,-392751.9375,-392107.0625,-436256.1875,59000,3902738.5,3970598.25,-20897242.0,-21233806.0,-84563768.0,-85860872.0,-16912754.0,-17172174.0,-18378082.0,-18744470.0,-18378084.0,-18744478.0,0.0,0.0,1.4580836296081543,19.878631830215454,0.0,21.33671545982361,1658203354,2415
60000,59,145.5626220703125,456783.375,14237562880.0,14275311616.0,6.947469234466553,125.64295196533203,-388765.6875,-388686.0625,-449575.625,60000,4016551.5,4073639.0,-21343984.0,-21682810.0,-85728800.0,-87538576.0,-17145760.0,-17507716.0,-18587952.0,-18946510.0,-18587966.0,-18946494.0,0.0,0.0,0.11338007306896003,10.0,1.4535212516784668,19.948524951934814,0.08084654808044434,21.482892751693726,1658203375,2437
61000,60,146.15855407714844,463457.75,26487128064.0,26585583616.0,4.0942063331604,129.7574920654297,-391411.625,-391056.625,-450202.4375,61000,4056082.5,4130875.5,-21666006.0,-22045558.0,-87599880.0,-89406280.0,-17519976.0,-17881256.0,-19007044.0,-19401806.0,-19007056.0,-19401790.0,0.0,0.0,1.4545562267303467,19.940544843673706,0.0,21.395101070404053,1658203396,2458
62000,61,146.9429931640625,487850.0625,25156272128.0,25144406016.0,0.2789754867553711,133.3718719482422,-413911.375,-413863.9375,-469150.875,62000,4121089.5,4201987.0,-22002318.0,-22422694.0,-88827936.0,-90675400.0,-17765588.0,-18135080.0,-19207162.0,-19574724.0,-19207174.0,-19574744.0,0.0,0.0,1.3786306381225586,19.94754648208618,0.0,21.32617712020874,1658203418,2479
63000,62,146.36004638671875,493992.25,34590781440.0,34429337600.0,3.128516674041748,132.77920532226562,-419783.34375,-419584.1875,-465566.9375,63000,4200453.0,4263693.0,-22411748.0,-22776202.0,-90034464.0,-91663880.0,-18006892.0,-18332776.0,-19552132.0,-19944438.0,-19552138.0,-19944406.0,0.0,0.0,1.4163267612457275,19.968154191970825,0.0,21.384480953216553,1658203439,2501
64000,63,147.23060607910156,512253.0,26374606848.0,26335535104.0,-1.1335794925689697,136.40260314941406,-433360.4375,-432487.5,-488222.3125,64000,4263885.0,4321306.5,-22802462.0,-23149960.0,-91777440.0,-93509920.0,-18355488.0,-18701984.0,-19912974.0,-20308736.0,-19912990.0,-20308752.0,0.0,0.0,1.5326128005981445,19.95891833305359,0.0,21.491531133651733,1658203461,2522
65000,64,147.64508056640625,505049.71875,17191792640.0,17248684032.0,-3.165553092956543,135.2576904296875,-431257.625,-431461.5625,-486347.9375,65000,4383262.0,4461936.0,-23266772.0,-23626246.0,-93363720.0,-94834240.0,-18672744.0,-18966848.0,-20181534.0,-20574730.0,-20181536.0,-20574730.0,0.0,0.0,1.5343480110168457,19.951960802078247,0.0,21.486308813095093,1658203482,2544
